Loan_Institution_Past6M,Overdue_Num_Past6M,Overdue_Day_Past6M,Overdue_Day_Max_Past6M,CA_Institution_Past6M,CA_Institution_Max_Past6M,CA_UseAmount_Past6M,Card_UseAmount_Past6M,Age,Gender,cls_0,cls_1,cls_2,cls_3,cls_4,cls_5,cls_6,cls_7,cls_8,cls_9,cls_10,cls_11,cls_12,cls_13,cls_14,cls_15,step_emb_0,step_emb_1,mask_Loan_Institution_Past6M,mask_Overdue_Num_Past6M,mask_Overdue_Day_Past6M,mask_Overdue_Day_Max_Past6M,mask_CA_Institution_Past6M,mask_CA_Institution_Max_Past6M,mask_CA_UseAmount_Past6M,mask_Card_UseAmount_Past6M,mask_Age,mask_Gender,prediction_entropy,Long_Overdue
2.0,0.0,0.0,0.0,0.0,0.0,49530.0,4083.0,50.0,2.0,-1.5756593942642212,-0.7985162734985352,1.1339356899261475,1.7995539903640747,-0.38911062479019165,0.032417718321084976,0.13705545663833618,-2.102086067199707,0.9272385835647583,0.5790169835090637,1.247348666191101,-0.27363723516464233,-0.4309834837913513,0.5745477080345154,-0.2678929269313812,-0.593228280544281,2.324753999710083,0.14532159268856049,0.21547037363052368,0.6215865015983582,2.9869298934936523,0.36725759506225586,0.0,0.0,0.13402925431728363,0.0,0.21942299604415894,0.0,-1.6721040603791009,0
0.0,0.0,0.0,0.0,0.0,0.0,29810.0,10443.0,45.0,1.0,-1.3888603448867798,-1.3913980722427368,0.5161298513412476,1.6592553853988647,-0.5441970825195312,1.0131230354309082,0.2688713073730469,-1.7593625783920288,0.7534886002540588,0.4658375084400177,1.0916223526000977,-0.9558023810386658,-0.9763545393943787,0.5959843993186951,-0.0016230664914473891,0.6532856822013855,1.898193597793579,0.009404804557561874,0.1428672820329666,0.0,2.9869298934936523,0.1700434386730194,0.1934061348438263,0.11979756504297256,0.16170039772987366,0.0,0.14323969185352325,0.0,-1.5442412970463275,0
2.0,0.0,0.0,0.0,0.0,0.0,6230.0,10565.0,34.0,2.0,1.0148025751113892,-0.4286190867424011,0.948360025882721,-1.1617493629455566,-1.4210973978042603,-0.6429865956306458,0.23003123700618744,-1.3230167627334595,1.1098026037216187,-1.2634689807891846,-0.2162061333656311,1.90301513671875,-0.28073909878730774,0.25835075974464417,1.2880324125289917,-0.01451125554740429,2.380513906478882,0.10108376294374466,0.17809642851352692,0.33929282426834106,2.9869298934936523,0.42307955026626587,0.0,0.3452315926551819,0.27181124687194824,0.0,0.17853066325187683,0.0,-1.2016244153155664,0
0.0,0.0,0.0,0.0,0.0,0.0,54800.0,5724.0,64.0,2.0,-1.441220760345459,-1.2373731136322021,0.4199238419532776,1.8165779113769531,-0.24573667347431183,1.2472490072250366,0.19971413910388947,-1.4789390563964844,0.6265526413917542,0.6395355463027954,1.090602159500122,-1.2369753122329712,-1.008012056350708,0.5623763203620911,-0.3070559799671173,0.35278189182281494,2.550797462463379,-0.05119593068957329,0.3087795078754425,0.0,2.9869298934936523,0.3752104341983795,0.6570818424224854,0.0,0.17512185871601105,0.0,0.30968981981277466,0.0,-1.5937110804893908,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,5788.0,51.0,1.0,1.1443910598754883,-0.484142005443573,0.7405762076377869,-1.3535139560699463,-1.3360612392425537,-0.6381898522377014,0.09612461179494858,-0.8125422596931458,1.0735692977905273,-1.1374787092208862,-0.49603936076164246,1.9998664855957031,-0.3982374668121338,-0.06743650883436203,1.5293686389923096,0.13974498212337494,2.859042167663574,-0.2945273220539093,0.23843014240264893,2.2081613540649414,0.8156988620758057,0.9101227521896362,0.0,0.0,0.8001608848571777,0.0,0.14318624138832092,0.0,-0.698819777761901,0
1.0,1.0,12.0,0.0,0.0,0.0,0.0,71901.0,65.0,2.0,1.099751591682434,-0.4280757009983063,0.7948269248008728,-1.3537591695785522,-1.328442096710205,-0.6764085292816162,0.12025562673807144,-0.9370537996292114,1.1063520908355713,-1.185905933380127,-0.36758002638816833,2.003140687942505,-0.38655906915664673,0.04632379114627838,1.4478321075439453,0.04530123621225357,1.9232590198516846,-0.01243462972342968,0.0,0.0,1.74700129032135,2.4999420642852783,0.0,0.0,1.1544184684753418,0.0,0.13707004487514496,0.0,-3.1586456299825176,0
0.0,1.0,9.0,2.0,1.0,1.0,2030.0,8237.0,62.0,2.0,1.0885446071624756,-0.3502436578273773,0.9160781502723694,-1.3485963344573975,-1.3251307010650635,-0.6888279318809509,0.09583459794521332,-1.0239907503128052,1.1042181253433228,-1.1359241008758545,-0.417863667011261,2.0261878967285156,-0.3229783773422241,-0.08084401488304138,1.3541268110275269,0.1094096302986145,3.028665542602539,-0.2722958028316498,0.0,1.1718685626983643,0.0,2.6430575847625732,0.0,0.037201881408691406,1.995168685913086,0.0,0.0,0.0,-4.010415700518912,0
0.0,0.0,0.0,0.0,1.0,0.0,439.0,17295.0,45.0,2.0,1.1260989904403687,-0.4446256160736084,0.7779293060302734,-1.344699501991272,-1.2953650951385498,-0.7298224568367004,0.11522646248340607,-0.9115917086601257,1.1070475578308105,-1.188101887702942,-0.40195631980895996,2.002054214477539,-0.3502596914768219,0.056536708027124405,1.4603182077407837,0.021210897713899612,2.7805495262145996,-0.2660163938999176,0.43363234400749207,1.2280746698379517,1.6989222764968872,0.19146127998828888,0.0,1.2696142196655273,0.3849017024040222,0.0,0.23852922022342682,0.0,-0.06760665659589599,0
0.0,0.0,0.0,0.0,0.0,0.0,10990.0,4625.0,40.0,1.0,-1.353823184967041,-1.4155635833740234,0.5502292513847351,1.5996702909469604,-0.633918821811676,0.9401794075965881,0.2880477011203766,-1.8439090251922607,0.7891885638237,0.4118049740791321,1.0876959562301636,-0.8657817244529724,-0.9506166577339172,0.6041690111160278,0.06101328507065773,0.7316139340400696,2.650830030441284,-0.18336991965770721,0.3617153763771057,0.7555107474327087,2.3502345085144043,0.25766703486442566,0.0,0.7457031011581421,0.5410934090614319,0.0,0.27556315064430237,0.0,-0.1729348424204727,0
1.0,3.0,36.0,7.0,0.0,0.0,2930.0,72086.0,45.0,1.0,1.107036828994751,-0.3512642979621887,0.9014756083488464,-1.3993712663650513,-1.3180326223373413,-0.767764687538147,0.11137375235557556,-0.972175657749176,1.1559767723083496,-1.0988175868988037,-0.3698846995830536,2.0016090869903564,-0.324947327375412,-0.041213274002075195,1.3420289754867554,0.023970749229192734,5.164784908294678,-0.37840697169303894,0.0,0.37748903036117554,0.0,4.9465155601501465,0.302703857421875,1.0886316299438477,2.4016220569610596,0.0,1.0718432664871216,0.0,-9.44940631413049,0
