Loan_Institution_Past6M,Overdue_Num_Past6M,Overdue_Day_Past6M,Overdue_Day_Max_Past6M,CA_Institution_Past6M,CA_Institution_Max_Past6M,CA_UseAmount_Past6M,Card_UseAmount_Past6M,Age,Gender,Target,Long_Overdue
0,0,0,0,1,1,13600,6173,64,1,0,0
1,0,0,0,0,0,19550,15356,64,1,0,0
1,0,0,0,0,0,20900,14234,64,1,0,0
0,0,0,0,0,0,0,6485,64,2,0,0
1,0,0,0,0,0,4400,12576,64,2,0,0
0,1,7,0,0,0,900,17419,64,1,0,0
1,0,0,0,0,0,11090,15911,64,2,0,0
0,0,0,0,0,0,13350,12585,64,2,0,0
1,3,22,0,1,1,10950,14012,64,2,0,0
0,4,29,0,1,1,8650,13351,64,2,0,0
0,0,0,0,4,4,61700,48035,64,1,0,0
0,0,0,0,4,4,54700,56088,64,1,0,0
1,0,0,0,2,1,4700,28860,64,2,0,0
0,0,0,0,1,0,5100,27965,64,2,0,0
1,0,0,0,1,1,7170,27482,64,2,0,0
1,0,0,0,0,0,6540,23679,65,2,0,0
3,0,0,0,0,0,2200,9547,65,1,0,0
2,0,0,0,0,0,0,45537,65,1,0,0
0,0,0,0,0,0,0,46108,65,1,0,0
3,0,0,0,1,0,16900,24782,65,1,0,0
0,0,0,0,0,1,85470,34106,65,1,0,0
1,0,0,0,0,0,0,14606,65,1,0,0
0,0,0,0,0,0,0,24292,65,1,0,0
1,0,0,0,1,1,9700,2991,65,1,0,0
0,0,0,0,0,0,0,10186,65,1,0,0
1,0,0,0,1,0,4800,26188,65,2,0,0
2,0,0,0,1,0,679,30726,65,1,0,0
2,0,0,0,4,4,37100,55035,65,2,0,0
1,0,0,0,0,0,2400,13867,65,1,0,0
0,0,0,0,0,0,0,2224,65,1,0,0
2,0,0,0,0,0,0,4231,65,1,0,0
1,0,0,0,0,0,0,3798,65,1,0,0
5,0,0,0,0,0,1800,18731,65,2,0,0
4,0,0,0,0,0,15500,5652,65,1,0,0
2,0,0,0,0,0,15460,4837,65,1,0,0
8,0,0,0,2,2,10330,13486,65,1,0,0
0,0,0,0,0,0,0,31479,65,2,0,0
1,0,0,0,0,0,0,21764,65,2,0,0
0,2,22,13,0,0,0,33744,65,2,0,0
0,2,17,9,0,0,0,24644,65,2,0,0
1,0,0,0,1,0,150,9468,65,2,0,0
2,1,11,11,2,1,1200,10320,65,2,0,0
1,2,14,7,0,0,100,5979,65,2,0,0
0,0,0,0,0,0,33500,5347,65,1,0,0
1,0,0,0,0,0,1600,4846,65,2,0,0
1,0,0,0,0,0,1000,5142,65,2,0,0
2,0,0,0,0,0,0,6403,65,2,0,0
2,0,0,0,0,0,0,15063,65,2,0,0
0,0,0,0,0,0,2500,15140,65,2,0,0
0,0,0,0,1,1,24400,14470,65,2,0,0
3,0,0,0,0,0,0,55107,65,2,0,0
1,0,0,0,0,1,45140,40972,65,1,0,0
2,0,0,0,0,0,0,14043,65,1,0,0
0,0,0,0,0,0,0,10610,65,2,0,0
0,0,0,0,1,0,1800,12822,65,2,0,0
0,0,0,0,2,1,2000,9468,65,2,0,0
2,0,0,0,0,1,8570,14218,65,1,0,0
0,0,0,0,0,0,0,12482,65,1,0,0
0,0,0,0,0,0,0,8307,65,1,0,0
0,0,0,0,0,0,0,8230,65,2,0,0
0,0,0,0,0,0,0,27728,65,1,0,0
1,0,0,0,0,0,0,25699,65,1,0,0
1,1,10,10,2,1,690,4980,65,2,0,0
0,0,0,0,2,1,4200,9644,65,1,0,0
0,0,0,0,2,0,4930,9241,65,1,0,0
2,0,0,0,0,0,0,45574,65,1,0,0
1,0,0,0,2,1,1100,6043,65,1,0,0
1,0,0,0,0,0,0,5461,65,1,0,0
1,0,0,0,0,0,2600,4576,65,1,0,0
0,0,0,0,0,0,5200,12527,65,1,0,0
0,0,0,0,0,0,5400,12795,65,1,0,0
1,0,0,0,1,1,12100,13121,65,1,0,0
0,0,0,0,0,0,0,14427,65,1,0,0
1,0,0,0,0,0,17500,10386,65,2,0,0
1,1,7,7,0,0,15700,9704,65,2,0,0
1,1,7,7,0,0,15400,12227,65,2,0,0
0,0,0,0,0,0,2700,12530,65,2,0,0
0,0,0,0,1,1,900,12402,65,2,0,0
1,0,0,0,0,0,3490,1460,65,1,0,0
0,0,0,0,0,0,1000,9809,65,2,0,0
0,4,28,7,0,0,36650,15347,65,1,0,0
1,2,18,9,0,0,0,18094,65,2,0,0
0,0,0,0,0,0,18000,8133,65,1,0,0
0,0,0,0,0,0,200,6013,66,1,0,0
2,0,0,0,0,0,0,13926,66,1,0,0
1,0,0,0,0,0,0,5314,66,1,0,0
2,0,0,0,0,0,0,7521,66,1,0,0
0,0,0,0,0,0,0,4885,66,2,0,0
1,0,0,0,0,0,0,17785,66,2,0,0
0,1,8,0,3,2,7700,22690,66,2,0,0
0,1,8,1,3,2,7660,24476,66,2,0,0
0,0,0,0,0,0,0,18845,66,1,0,0
0,0,0,0,2,1,26500,9105,66,1,0,0
0,0,0,0,0,1,27600,5742,66,1,0,0
1,0,0,0,0,0,8880,7732,66,1,0,0
2,0,0,0,0,0,0,10801,66,1,0,0
2,0,0,0,0,0,0,11292,66,1,0,0
1,0,0,0,0,0,450,3984,66,2,0,0
2,0,0,0,0,0,3410,6663,66,2,0,0
0,0,0,0,0,0,950,7947,66,2,0,0
2,0,0,0,0,0,0,9428,66,1,0,0
0,0,0,0,0,0,0,23545,66,2,0,0
3,0,0,0,1,1,600,15511,66,2,0,0
1,0,0,0,0,0,0,23156,66,2,0,0
0,0,0,0,3,1,8200,4647,66,1,0,0
1,0,0,0,0,0,0,11847,66,1,0,0
1,0,0,0,0,0,0,11397,66,1,0,0
1,0,0,0,0,0,0,10959,66,1,0,0
1,0,0,0,0,0,1650,5541,66,2,0,0
0,0,0,0,1,1,500,29382,66,1,0,0
1,0,0,0,0,0,130,8625,66,1,0,0
2,0,0,0,0,0,2050,21703,66,2,0,0
1,0,0,0,1,1,2850,20493,66,2,0,0
0,0,0,0,0,0,0,26789,66,2,0,0
0,0,0,0,0,1,7100,6703,66,1,0,0
0,0,0,0,0,0,0,2918,66,1,0,0
1,0,0,0,2,1,8000,4890,66,1,0,0
0,0,0,0,0,0,0,5010,66,1,0,0
1,0,0,0,2,2,5000,5309,66,1,0,0
0,0,0,0,0,0,2000,2989,66,1,0,0
0,0,0,0,0,0,0,27049,66,2,0,0
1,0,0,0,0,0,0,31080,66,2,0,0
0,0,0,0,0,0,0,32341,66,2,0,0
0,4,32,9,1,2,35000,1775,66,2,0,0
0,0,0,0,0,0,0,16589,66,2,0,0
0,0,0,0,0,1,6300,14676,66,1,0,0
1,0,0,0,0,0,0,76746,66,2,0,0
0,0,0,0,1,1,1000,4764,66,1,0,0
1,0,0,0,0,0,0,11828,66,1,0,0
0,0,0,0,0,0,30,11478,66,1,0,0
0,0,0,0,1,1,1900,6647,66,2,0,0
1,1,7,7,0,0,0,3942,66,1,0,0
1,1,7,7,0,0,0,4728,66,1,0,0
0,0,0,0,0,0,0,7261,66,1,0,0
0,0,0,0,0,0,0,9667,66,1,0,0
0,0,0,0,2,1,150,3768,66,1,0,0
0,0,0,0,0,0,0,3340,66,1,0,0
0,0,0,0,0,0,600,12321,66,1,0,0
2,0,0,0,0,0,0,4093,66,1,0,0
2,0,0,0,0,0,0,4183,66,1,0,0
0,0,0,0,0,0,0,3945,66,1,0,0
0,0,0,0,0,0,0,2161,66,1,0,0
0,0,0,0,0,0,0,1581,66,1,0,0
0,0,0,0,0,0,0,3217,66,1,0,0
1,0,0,0,0,0,0,3634,66,2,0,0
0,0,0,0,1,0,8100,25554,66,2,0,0
1,0,0,0,2,1,52100,22180,66,2,0,0
0,0,0,0,0,0,1600,8135,66,2,0,0
0,0,0,0,0,0,1900,7259,66,2,0,0
1,0,0,0,1,1,330,8734,66,1,0,0
2,1,14,14,0,0,0,8725,66,2,0,0
1,0,0,0,0,0,9380,3199,66,1,0,0
1,0,0,0,1,1,10200,6409,66,1,0,0
1,0,0,0,0,0,1550,9694,66,1,0,0
3,0,0,0,0,0,3980,5593,66,1,0,0
3,0,0,0,0,0,3930,6189,66,1,0,0
0,0,0,0,0,0,0,9194,67,2,0,0
1,0,0,0,0,0,0,8201,67,2,0,0
1,0,0,0,0,0,0,8346,67,2,0,0
0,0,0,0,0,0,3350,4067,67,2,0,0
2,2,16,8,0,0,0,15381,67,1,0,0
1,0,0,0,0,0,4900,17516,67,1,0,0
0,0,0,0,1,1,9800,13448,67,1,0,0
0,0,0,0,0,0,12850,4710,67,1,0,0
0,0,0,0,2,1,13300,3984,67,1,0,0
0,0,0,0,0,0,14220,21158,67,1,0,0
0,0,0,0,0,0,0,8303,67,1,0,0
1,0,0,0,0,1,800,10671,67,2,0,0
0,0,0,0,1,1,1100,6347,67,1,0,0
0,0,0,0,0,0,380,9253,67,1,0,0
0,0,0,0,0,0,700,27964,67,1,0,0
0,0,0,0,0,0,700,25970,67,1,0,0
1,0,0,0,2,2,6550,14002,67,1,0,0
1,0,0,0,3,3,8500,24133,67,1,0,0
0,0,0,0,0,0,0,4508,67,1,0,0
1,0,0,0,3,3,3700,16226,67,1,0,0
0,0,0,0,0,0,0,11567,67,1,0,0
2,0,0,0,0,0,750,4148,67,2,0,0
0,0,0,0,0,0,4900,7060,67,1,0,0
0,0,0,0,0,0,4000,6634,67,1,0,0
0,0,0,0,2,1,6700,15975,67,2,0,0
1,0,0,0,1,0,5900,9863,67,1,0,0
1,8,64,3,2,1,340,7820,67,1,0,0
0,0,0,0,1,0,1100,7533,67,1,0,0
1,0,0,0,1,1,10,5536,67,1,0,0
2,0,0,0,1,0,3000,14154,67,2,0,0
1,0,0,0,1,0,400,33217,67,1,0,0
0,0,0,0,0,0,0,35276,67,1,0,0
1,0,0,0,1,1,9230,1076,67,1,0,0
1,0,0,0,2,1,1100,17100,67,1,0,0
0,0,0,0,0,0,22600,2403,67,1,0,0
2,0,0,0,1,0,4550,22957,67,1,0,0
2,0,0,0,1,1,28500,8904,67,1,0,0
1,0,0,0,0,0,6400,4697,67,1,0,0
0,0,0,0,1,0,11400,4011,67,1,0,0
2,0,0,0,2,2,6900,5079,67,2,0,0
2,1,8,0,1,0,7600,6243,67,1,0,0
1,0,0,0,0,0,0,6188,67,1,0,0
0,0,0,0,1,1,1680,639,67,2,0,0
1,0,0,0,0,0,10550,2967,67,1,0,0
1,0,0,0,0,1,7250,3784,67,1,0,0
0,0,0,0,3,1,1200,23893,67,1,0,0
0,0,0,0,0,0,1250,36734,67,1,0,0
0,0,0,0,1,0,1150,36721,67,1,0,0
1,0,0,0,0,0,10420,9723,67,1,0,0
1,0,0,0,0,0,2850,15147,67,1,0,0
2,0,0,0,0,0,0,3573,67,1,0,0
0,0,0,0,0,0,0,3293,67,1,0,0
0,0,0,0,0,0,3900,16792,67,1,0,0
0,0,0,0,0,0,4000,17180,67,1,0,0
1,0,0,0,0,2,83337,8462,68,2,0,0
0,0,0,0,0,0,1500,5555,68,2,0,0
1,0,0,0,0,0,5000,6969,68,2,0,0
0,0,0,0,2,2,11200,5816,68,2,0,0
0,0,0,0,1,1,4910,12978,68,1,0,0
0,0,0,0,0,0,0,25634,68,1,0,0
1,0,0,0,0,0,0,17096,68,1,0,0
0,0,0,0,0,0,0,7880,68,2,0,0
0,0,0,0,1,0,4500,12788,68,2,0,0
0,0,0,0,1,0,5900,8362,68,2,0,0
0,0,0,0,1,1,48830,33170,68,2,0,0
0,0,0,0,0,0,0,15377,68,1,0,0
0,0,0,0,0,0,0,16788,68,1,0,0
2,0,0,0,0,0,0,34019,68,2,0,0
0,0,0,0,0,0,0,23014,68,2,0,0
1,0,0,0,1,1,5400,7161,68,1,0,0
0,0,0,0,0,0,0,48446,68,1,0,0
1,1,10,10,3,3,14190,4973,68,1,0,0
1,0,0,0,3,3,10450,3317,68,1,0,0
1,0,0,0,3,3,5550,3373,68,1,0,0
1,0,0,0,1,1,1640,2468,68,1,0,0
0,0,0,0,0,0,0,7902,68,1,0,0
0,0,0,0,2,1,4100,2605,68,1,0,0
2,0,0,0,0,0,0,3024,68,1,0,0
0,0,0,0,0,0,0,2314,68,1,0,0
2,0,0,0,0,0,98700,8660,68,1,0,0
0,0,0,0,0,0,2190,5219,68,1,0,0
2,0,0,0,4,4,19900,31488,68,2,0,0
0,0,0,0,0,0,1000,6075,68,1,0,0
0,0,0,0,0,0,8550,3912,68,2,0,0
0,0,0,0,0,0,0,5968,68,2,0,0
0,0,0,0,0,0,0,162,68,2,0,0
0,0,0,0,2,1,700,8439,68,1,0,0
0,0,0,0,0,0,0,15991,68,1,0,0
0,0,0,0,0,0,0,14693,68,1,0,0
0,0,0,0,1,0,450,1661,68,1,0,0
1,0,0,0,0,0,20100,21346,68,1,0,0
3,0,0,0,0,0,12400,16408,68,1,0,0
0,0,0,0,2,2,6900,19855,68,1,0,0
0,0,0,0,1,1,25740,1727,68,1,0,0
0,0,0,0,0,0,9610,10702,68,1,0,0
1,0,0,0,1,1,9000,8114,68,2,0,0
0,0,0,0,1,1,13400,10559,68,1,0,0
0,0,0,0,0,0,0,2326,68,1,0,0
0,0,0,0,1,1,200,3287,68,2,0,0
0,1,9,9,0,0,0,7524,68,2,0,0
0,1,9,9,0,0,0,6772,68,2,0,0
1,0,0,0,0,0,0,6620,68,1,0,0
0,0,0,0,0,0,700,7715,68,2,0,0
1,0,0,0,1,1,109200,2738,68,1,0,0
2,0,0,0,2,1,4110,103228,68,1,0,0
0,0,0,0,1,0,8715,17091,68,1,0,0
1,0,0,0,1,1,16170,12683,68,1,0,0
0,0,0,0,0,0,1000,2253,68,1,0,0
2,0,0,0,0,0,5600,1516,68,1,0,0
0,0,0,0,1,0,10500,1289,69,1,0,0
1,0,0,0,1,2,11000,8393,69,1,0,0
1,0,0,0,1,0,4900,17144,69,1,0,0
0,0,0,0,0,0,5800,20258,69,1,0,0
0,0,0,0,1,0,700,23219,69,1,0,0
1,0,0,0,2,1,12400,6124,69,1,0,0
0,0,0,0,2,1,6700,4880,69,1,0,0
1,0,0,0,0,0,0,3030,69,1,0,0
1,0,0,0,0,0,6200,7698,69,2,0,0
0,0,0,0,0,0,9800,5739,69,2,0,0
0,0,0,0,0,0,8100,5883,69,2,0,0
0,0,0,0,0,0,1400,10388,69,2,0,0
0,0,0,0,0,0,6500,4504,69,1,0,0
1,0,0,0,1,0,3600,2956,69,1,0,0
2,0,0,0,1,1,7500,18244,69,1,0,0
0,0,0,0,0,0,50630,13284,69,1,0,0
0,0,0,0,0,0,50560,11674,69,1,0,0
2,0,0,0,0,0,28000,8976,69,1,0,0
1,0,0,0,1,1,8950,17581,69,1,0,0
0,0,0,0,0,0,0,20402,69,1,0,0
1,0,0,0,0,0,1200,2281,69,1,0,0
1,0,0,0,0,1,4000,2757,69,1,0,0
1,1,7,7,1,1,3480,1022,69,1,0,0
2,0,0,0,0,0,2150,21925,69,2,0,0
2,0,0,0,0,0,2150,23859,69,2,0,0
1,0,0,0,0,0,0,10314,69,1,0,0
0,0,0,0,0,0,0,4834,69,1,0,0
0,0,0,0,0,0,3000,2418,69,1,0,0
2,0,0,0,0,0,8000,3068,69,1,0,0
0,0,0,0,0,0,7000,310,69,1,0,0
0,1,7,0,0,0,0,4739,69,1,0,0
3,0,0,0,0,0,0,5046,69,1,0,0
0,0,0,0,0,0,0,27575,69,2,0,0
1,0,0,0,1,1,11000,4712,69,2,0,0
2,0,0,0,0,0,0,58201,69,2,0,0
1,0,0,0,1,0,4400,2630,69,2,0,0
1,0,0,0,2,3,27800,9778,69,1,0,0
1,0,0,0,0,0,1000,1542,69,2,0,0
0,0,0,0,0,0,27000,5538,69,1,0,0
1,0,0,0,0,0,31400,10258,69,1,0,0
0,0,0,0,0,0,0,3848,69,1,0,0
2,0,0,0,0,0,0,3102,69,1,0,0
0,0,0,0,1,0,2000,3610,69,1,0,0
1,0,0,0,2,1,1500,10822,69,1,0,0
0,0,0,0,0,0,600,62191,69,2,0,0
0,0,0,0,0,0,800,64629,69,2,0,0
1,0,0,0,0,0,0,3764,69,1,0,0
0,0,0,0,0,0,2400,4892,69,1,0,0
0,0,0,0,0,0,2500,4864,69,1,0,0
1,0,0,0,0,0,2900,15004,69,1,0,0
1,0,0,0,2,1,10750,18286,69,1,0,0
0,0,0,0,0,0,17900,11108,69,1,0,0
2,0,0,0,1,1,1000,18605,69,1,0,0
0,0,0,0,0,0,12450,15215,70,1,0,0
1,0,0,0,0,0,500,7458,70,1,0,0
0,0,0,0,0,0,0,5895,70,1,0,0
0,0,0,0,4,2,38410,15748,70,2,0,0
0,0,0,0,0,0,0,13901,70,2,0,0
0,0,0,0,1,1,35500,4090,70,1,0,0
1,0,0,0,1,1,6200,3902,70,1,0,0
1,0,0,0,0,0,2470,3160,70,2,0,0
1,0,0,0,0,0,0,25676,70,2,0,0
1,0,0,0,0,0,0,3830,70,2,0,0
1,0,0,0,0,0,0,4708,70,2,0,0
0,0,0,0,0,0,0,62712,70,1,0,0
1,0,0,0,2,1,8300,70512,70,2,0,0
0,0,0,0,2,0,11400,68190,70,2,0,0
2,0,0,0,4,4,6450,13487,70,1,0,0
0,0,0,0,1,1,17600,14229,70,2,0,0
1,0,0,0,0,0,17650,11688,70,2,0,0
1,0,0,0,0,0,23700,9845,70,2,0,0
1,0,0,0,0,0,21850,9962,70,2,0,0
0,0,0,0,0,0,17830,12025,70,2,0,0
0,0,0,0,0,0,15030,11626,70,2,0,0
0,0,0,0,3,3,6360,16609,70,2,0,0
0,0,0,0,0,0,0,3224,70,2,0,0
0,0,0,0,3,2,14840,16640,70,1,0,0
0,0,0,0,0,0,7100,4783,70,1,0,0
0,0,0,0,0,0,29350,21569,70,1,0,0
1,0,0,0,0,0,38400,5586,70,1,0,0
1,0,0,0,0,0,38700,5367,70,1,0,0
0,0,0,0,0,0,26550,3817,70,1,0,0
0,0,0,0,0,0,18800,5820,70,1,0,0
1,0,0,0,0,0,26050,4663,70,1,0,0
1,0,0,0,0,0,24350,5225,70,1,0,0
0,0,0,0,0,0,0,11355,70,2,0,0
0,0,0,0,0,0,0,11775,70,2,0,0
0,0,0,0,0,0,0,6748,71,1,0,0
1,0,0,0,0,1,9700,5509,71,1,0,0
2,0,0,0,0,0,0,3856,71,1,0,0
2,0,0,0,0,0,0,3759,71,1,0,0
1,0,0,0,2,2,7500,23981,71,1,0,0
1,0,0,0,1,1,6400,25893,71,1,0,0
1,0,0,0,1,1,6400,25054,71,1,0,0
2,0,0,0,0,0,0,9769,71,2,0,0
0,0,0,0,0,0,0,4896,71,1,0,0
0,0,0,0,0,0,0,6840,71,1,0,0
0,0,0,0,0,0,0,3492,71,1,0,0
0,0,0,0,0,0,0,2816,71,1,0,0
0,0,0,0,0,0,800,8043,71,1,0,0
0,0,0,0,0,0,0,7484,71,1,0,0
0,0,0,0,0,0,0,2799,71,1,0,0
1,0,0,0,0,0,0,8981,71,1,0,0
1,0,0,0,0,0,0,8439,71,1,0,0
1,0,0,0,0,0,0,8489,71,1,0,0
0,0,0,0,0,0,0,7152,71,1,0,0
0,0,0,0,0,0,0,10730,71,1,0,0
1,1,9,9,0,0,16870,9001,71,2,0,0
1,0,0,0,1,1,3500,7891,71,1,0,0
0,0,0,0,0,0,0,4349,71,1,0,0
1,0,0,0,0,0,3000,1969,71,1,0,0
3,0,0,0,0,0,6200,11923,71,2,0,0
3,0,0,0,1,1,400,47835,71,2,0,0
4,0,0,0,0,0,0,49434,71,2,0,0
1,0,0,0,0,0,0,2280,72,2,0,0
1,0,0,0,0,0,0,3356,72,2,0,0
1,0,0,0,0,0,0,2718,72,2,0,0
1,0,0,0,0,0,4000,10718,72,2,0,0
0,0,0,0,0,0,1390,4111,72,1,0,0
2,0,0,0,0,0,5130,708,72,1,0,0
1,0,0,0,0,0,0,7751,72,1,0,0
1,0,0,0,0,0,0,6383,72,1,0,0
3,3,25,0,0,1,1340,7598,72,2,0,0
0,0,0,0,0,0,8700,5262,72,2,0,0
0,0,0,0,0,0,6400,4890,72,2,0,0
1,0,0,0,1,0,5300,5852,72,1,0,0
1,0,0,0,0,0,22300,11981,72,1,0,0
1,0,0,0,2,2,18800,4888,72,1,0,0
0,0,0,0,0,0,0,10379,72,1,0,0
0,0,0,0,0,0,24500,2636,72,2,0,0
0,0,0,0,1,0,1220,13275,72,2,0,0
1,0,0,0,0,0,5100,4960,72,1,0,0
2,0,0,0,1,0,1400,9507,72,1,0,0
2,0,0,0,0,0,24250,11377,72,2,0,0
1,0,0,0,0,0,0,8191,72,1,0,0
3,0,0,0,0,0,950,18908,72,1,0,0
0,3,23,9,0,0,2230,7760,72,1,0,0
0,3,23,9,2,2,3480,7221,72,1,0,0
1,2,16,9,0,1,3830,6238,72,1,0,0
2,0,0,0,1,0,4300,7871,72,2,0,0
0,0,0,0,0,0,0,9902,73,1,0,0
1,0,0,0,3,2,17500,6052,73,1,0,0
3,0,0,0,0,0,2360,14081,73,2,0,0
3,0,0,0,0,0,5560,16151,73,2,0,0
0,0,0,0,0,0,0,8532,73,1,0,0
0,0,0,0,0,0,100,3187,73,2,0,0
1,0,0,0,1,1,1500,13550,73,1,0,0
0,0,0,0,0,0,1950,16091,73,1,0,0
0,0,0,0,0,0,950,15845,73,1,0,0
0,0,0,0,0,0,0,8020,73,1,0,0
1,0,0,0,0,0,2600,4831,73,2,0,0
1,0,0,0,0,0,5200,4728,73,2,0,0
1,0,0,0,3,3,19000,82536,73,2,0,0
1,0,0,0,0,0,180,2762,73,2,0,0
1,1,8,8,1,1,4080,6164,73,2,0,0
1,0,0,0,0,0,0,11062,73,1,0,0
0,0,0,0,0,0,2500,507,73,1,0,0
0,0,0,0,0,0,1180,5728,73,1,0,0
2,0,0,0,0,0,1980,6728,73,1,0,0
0,0,0,0,0,0,2000,9726,73,1,0,0
1,0,0,0,0,0,2000,10506,73,1,0,0
2,0,0,0,0,0,0,31829,73,1,0,0
2,0,0,0,0,0,0,31692,73,1,0,0
0,0,0,0,0,0,0,4405,73,1,0,0
1,0,0,0,0,0,0,7573,73,2,0,0
1,0,0,0,0,0,0,6990,73,2,0,0
1,0,0,0,0,0,0,9178,73,2,0,0
1,0,0,0,0,1,30130,14492,73,1,0,0
0,0,0,0,1,1,38500,14051,73,1,0,0
0,0,0,0,0,1,38100,13789,73,1,0,0
1,1,10,10,2,2,4780,12332,74,2,0,0
1,0,0,0,0,0,0,21458,74,1,0,0
2,0,0,0,0,0,2340,4303,74,1,0,0
2,0,0,0,0,0,1260,4857,74,1,0,0
1,0,0,0,1,1,5600,1672,74,1,0,0
0,0,0,0,0,0,12000,41492,74,1,0,0
1,0,0,0,1,1,25800,1777,74,1,0,0
1,0,0,0,0,0,89300,13357,74,2,0,0
0,0,0,0,0,0,35110,12817,75,2,0,0
0,0,0,0,3,1,8980,19213,75,2,0,0
0,0,0,0,1,1,26000,19508,75,1,0,0
1,0,0,0,0,0,4400,2265,75,2,0,0
1,0,0,0,1,1,7700,7982,75,1,0,0
1,0,0,0,0,0,2170,3630,76,2,0,0
1,0,0,0,0,0,1970,3999,76,2,0,0
0,0,0,0,0,0,0,7966,76,1,0,0
2,0,0,0,0,0,300,8719,76,1,0,0
2,0,0,0,2,3,9900,11236,76,1,0,0
0,0,0,0,0,1,42410,6306,76,2,0,0
0,0,0,0,0,1,43170,6221,76,2,0,0
2,0,0,0,5,5,9250,8376,76,2,0,0
0,0,0,0,0,0,7000,12204,76,1,0,0
0,0,0,0,0,0,0,8050,76,1,0,0
0,0,0,0,0,0,0,8304,76,1,0,0
0,0,0,0,0,0,0,8545,76,1,0,0
0,0,0,0,0,0,3800,13726,77,1,0,0
0,0,0,0,0,0,6000,8762,77,1,0,0
0,0,0,0,0,0,2400,8819,77,1,0,0
1,0,0,0,1,0,3800,17232,77,1,0,0
1,0,0,0,1,1,600,5251,77,1,0,0
1,0,0,0,0,0,14800,5608,78,1,0,0
0,1,11,11,0,0,0,31703,79,1,0,0
1,0,0,0,2,1,500,48067,79,2,0,0
1,0,0,0,0,0,0,50930,79,2,0,0
1,0,0,0,0,0,0,51160,79,2,0,0
1,0,0,0,0,0,9750,7581,80,2,0,0
0,0,0,0,0,0,9720,5992,80,2,0,0
1,0,0,0,0,0,26990,3771,81,1,0,0
0,0,0,0,0,0,5900,8458,82,1,0,0
0,0,0,0,0,0,6300,8908,82,1,0,0
0,0,0,0,0,0,5550,8717,82,1,0,0
0,0,0,0,1,0,2758,22726,82,1,0,0
0,0,0,0,1,0,10010,15955,82,1,0,0
1,0,0,0,0,0,500,7122,82,2,0,0
0,0,0,0,0,0,2600,5089,82,2,0,0
2,0,0,0,0,0,0,20433,83,1,0,0
0,0,0,0,0,0,41410,2681,83,2,0,0
1,0,0,0,0,0,0,4347,85,1,0,0
0,0,0,0,0,0,0,1716,86,1,0,0
1,0,0,0,0,0,0,11312,33,2,0,0
2,0,0,0,0,1,5400,11128,34,2,0,0
2,0,0,0,0,0,3860,12341,34,2,0,0
2,0,0,0,1,1,4450,19731,34,2,0,0
0,0,0,0,0,0,3100,8651,34,2,0,0
0,0,0,0,1,1,160,9416,35,1,0,0
2,0,0,0,0,0,0,13909,35,1,0,0
0,0,0,0,2,2,3270,9925,35,1,0,0
2,0,0,0,0,0,0,18462,35,2,0,0
1,0,0,0,0,0,0,33975,35,1,0,0
1,0,0,0,0,0,0,9615,36,1,0,0
2,0,0,0,0,1,2100,19844,37,2,0,0
1,0,0,0,0,0,1400,19665,37,2,0,0
2,0,0,0,1,1,3600,19258,37,2,0,0
1,0,0,0,0,0,2150,18481,37,2,0,0
2,0,0,0,0,0,2870,14366,37,2,0,0
1,0,0,0,0,0,0,14162,37,2,0,0
1,0,0,0,0,0,160,15491,37,2,0,0
1,0,0,0,0,0,2250,14198,37,2,0,0
1,0,0,0,0,0,950,26819,38,1,0,0
2,0,0,0,1,1,3670,10421,38,1,0,0
1,0,0,0,0,0,149,28654,38,1,0,0
2,0,0,0,0,0,0,19629,38,1,0,0
1,0,0,0,0,0,0,11623,38,1,0,0
1,0,0,0,0,0,0,11548,38,1,0,0
1,0,0,0,0,0,1270,8599,38,1,0,0
2,0,0,0,0,0,4390,18604,38,1,0,0
1,0,0,0,0,0,2138,18629,38,1,0,0
1,0,0,0,0,0,400,11770,38,1,0,0
1,0,0,0,1,1,800,16508,38,1,0,0
1,0,0,0,0,0,0,23428,38,2,0,0
2,0,0,0,0,0,3200,6687,38,2,0,0
1,0,0,0,0,0,4250,10682,38,2,0,0
1,0,0,0,0,0,1900,8789,39,1,0,0
1,0,0,0,0,0,12750,19714,39,1,0,0
1,0,0,0,0,0,0,15476,39,1,0,0
1,0,0,0,0,0,0,73129,39,2,0,0
1,0,0,0,1,0,7600,28137,39,2,0,0
1,0,0,0,0,0,1000,6255,39,2,0,0
1,0,0,0,4,4,8010,6251,39,2,0,0
2,0,0,0,1,1,1600,15480,39,1,0,0
2,0,0,0,1,1,600,10656,39,1,0,0
2,0,0,0,0,0,0,29567,39,1,0,0
0,0,0,0,0,0,9020,30834,39,2,0,0
1,0,0,0,0,1,4020,11422,39,1,0,0
3,0,0,0,0,0,0,7476,39,1,0,0
1,0,0,0,1,0,11300,22419,39,2,0,0
3,0,0,0,0,0,11600,12805,39,1,0,0
2,0,0,0,1,0,1100,13186,39,1,0,0
1,0,0,0,0,0,400,6880,40,1,0,0
1,0,0,0,0,0,8060,7943,40,1,0,0
0,0,0,0,0,0,5890,24084,40,2,0,0
1,0,0,0,0,0,6400,38273,40,1,0,0
2,0,0,0,0,0,0,20731,40,1,0,0
0,0,0,0,1,1,200,21659,40,2,0,0
0,0,0,0,1,0,1500,31721,40,1,0,0
1,0,0,0,0,0,0,32894,40,1,0,0
1,0,0,0,1,1,3090,10620,40,1,0,0
