Loan_Institution_Past6M,Overdue_Num_Past6M,Overdue_Day_Past6M,Overdue_Day_Max_Past6M,CA_Institution_Past6M,CA_Institution_Max_Past6M,CA_UseAmount_Past6M,Card_UseAmount_Past6M,Age,Gender,Target,Long_Overdue
1,0,0,0,1,0,4400,7767,63,2,0,0
1,0,0,0,1,0,5200,8317,63,2,0,0
1,0,0,0,1,0,3600,8256,63,2,0,0
0,0,0,0,0,0,18600,23882,63,1,0,0
0,2,16,1,0,0,11300,4209,63,2,0,0
1,0,0,0,0,0,0,3086,63,2,0,0
1,0,0,0,0,0,0,17098,63,1,0,0
1,4,40,12,0,0,3300,5111,63,2,0,0
0,0,0,0,0,0,0,41,63,2,0,0
0,0,0,0,0,0,0,3578,63,1,0,0
1,0,0,0,0,0,0,4290,63,1,0,0
0,0,0,0,1,1,10,8685,63,2,0,0
2,0,0,0,0,1,93430,20349,63,2,0,0
1,0,0,0,0,0,98030,24196,63,2,0,0
1,0,0,0,0,0,12600,7491,63,1,0,0
1,0,0,0,0,0,10500,5775,63,1,0,0
0,0,0,0,0,0,2640,2185,63,2,0,0
0,0,0,0,0,0,2940,8128,63,2,0,0
0,0,0,0,0,0,2860,4266,63,2,0,0
1,1,8,0,1,0,14470,14098,63,2,0,0
1,1,8,8,0,0,10730,22451,63,2,0,0
1,0,0,0,0,0,8450,24150,63,2,0,0
1,0,0,0,0,0,14500,21059,63,2,0,0
0,0,0,0,0,0,29900,6869,63,1,0,0
1,0,0,0,0,0,1100,5616,63,2,0,0
1,0,0,0,0,0,2000,5230,63,2,0,0
2,1,8,8,1,1,4000,12064,63,2,0,0
1,0,0,0,4,1,12400,8192,63,2,0,0
1,0,0,0,3,1,9400,21707,63,2,0,0
2,0,0,0,1,1,2000,19188,63,2,0,0
1,0,0,0,0,0,0,9141,63,2,0,0
0,2,14,0,0,1,2300,4237,63,2,0,0
2,1,7,7,1,1,1350,5847,63,2,0,0
1,0,0,0,1,1,1150,5846,63,2,0,0
1,0,0,0,1,1,5500,39735,63,2,0,0
2,0,0,0,0,0,0,5489,63,2,0,0
0,1,7,7,0,0,100,4251,63,2,0,0
2,0,0,0,1,1,9300,7473,63,1,0,0
2,0,0,0,1,1,9300,7599,63,1,0,0
2,0,0,0,1,1,4200,7386,63,1,0,0
1,0,0,0,0,0,0,21381,63,1,0,0
2,0,0,0,1,1,200,3610,63,1,0,0
0,0,0,0,0,0,0,11998,63,1,0,0
0,0,0,0,0,0,0,8464,63,1,0,0
0,0,0,0,0,0,6450,10357,63,1,0,0
1,0,0,0,0,0,700,7260,63,1,0,0
0,0,0,0,0,0,10270,10641,63,1,0,0
1,0,0,0,0,0,22500,10634,63,2,0,0
1,0,0,0,0,0,6350,12139,63,2,0,0
1,0,0,0,2,1,1700,3770,63,1,0,0
0,0,0,0,0,0,4150,4325,63,1,0,0
0,0,0,0,0,0,19900,7489,63,1,0,0
3,0,0,0,0,0,0,7573,64,1,0,0
1,0,0,0,0,0,3450,7520,64,2,0,0
1,0,0,0,0,0,3650,7067,64,2,0,0
0,0,0,0,0,0,900,5079,64,1,0,0
2,0,0,0,0,0,5850,5404,64,1,0,0
0,0,0,0,0,0,12930,10636,64,1,0,0
1,0,0,0,0,0,3590,14133,64,1,0,0
1,0,0,0,0,0,9580,8565,64,1,0,0
0,0,0,0,0,0,4500,481,64,1,0,0
0,0,0,0,0,0,4300,7320,64,1,0,0
0,0,0,0,0,0,3350,6552,64,1,0,0
0,0,0,0,0,1,2444,6148,64,1,0,0
0,0,0,0,0,0,9700,17953,64,2,0,0
1,0,0,0,1,0,13450,23585,64,2,0,0
1,0,0,0,0,0,10650,19491,64,2,0,0
2,3,33,3,3,3,11700,9122,64,2,0,0
1,1,11,0,1,0,1000,7462,64,2,0,0
2,0,0,0,1,1,400,889,64,1,0,0
2,0,0,0,1,1,57050,33664,64,2,0,0
2,0,0,0,0,0,49890,27790,64,2,0,0
4,0,0,0,0,0,0,860,64,1,0,0
1,0,0,0,0,0,5600,5363,64,1,0,0
1,0,0,0,0,0,7130,11237,64,2,0,0
0,1,12,12,0,0,2400,4155,64,1,0,0
0,0,0,0,1,1,25400,7102,64,1,0,0
0,0,0,0,1,1,27800,8050,64,1,0,0
0,0,0,0,1,1,21500,6834,64,1,0,0
2,0,0,0,3,1,1480,29790,64,2,0,0
3,0,0,0,0,0,2600,5815,64,2,0,0
3,0,0,0,0,0,5800,8690,64,2,0,0
0,0,0,0,0,0,1000,4889,64,2,0,0
0,0,0,0,0,0,32490,14321,64,2,0,0
0,0,0,0,0,0,24640,27344,64,1,0,0
0,0,0,0,1,1,50,14510,64,1,0,0
1,0,0,0,0,0,200,4451,64,1,0,0
1,0,0,0,0,0,4790,6284,64,1,0,0
1,0,0,0,1,1,9830,6954,64,1,0,0
2,0,0,0,0,0,3000,4729,64,1,0,0
1,0,0,0,0,0,15430,7884,64,1,0,0
2,0,0,0,0,0,8110,21435,64,2,0,0
0,0,0,0,0,0,12300,21604,64,2,0,0
2,0,0,0,1,0,7010,44598,64,1,0,0
0,0,0,0,1,0,1600,18397,64,1,0,0
0,0,0,0,0,0,2300,19960,64,1,0,0
1,0,0,0,0,0,5200,14630,64,1,0,0
3,0,0,0,0,0,4500,90340,64,2,0,0
2,0,0,0,4,4,50160,123235,64,2,0,0
1,0,0,0,5,4,56160,123431,64,2,0,0
1,0,0,0,0,0,27100,3312,64,1,0,0
1,0,0,0,0,0,27500,4883,64,1,0,0
0,0,0,0,0,0,3300,13891,64,1,0,0
0,0,0,0,0,0,1000,15824,64,1,0,0
2,0,0,0,0,0,0,9670,64,1,0,0
1,0,0,0,0,0,0,5709,64,1,0,0
2,0,0,0,1,1,950,6916,64,1,0,0
0,0,0,0,0,0,0,8370,64,2,0,0
1,0,0,0,0,0,700,23527,64,2,0,0
0,0,0,0,0,0,19800,21577,64,2,0,0
1,0,0,0,0,0,2640,6358,64,2,0,0
1,0,0,0,1,0,1300,4886,64,1,0,0
2,0,0,0,0,0,700,7718,64,1,0,0
1,0,0,0,0,0,5270,8943,64,1,0,0
1,0,0,0,0,0,23410,7714,64,2,0,0
1,0,0,0,0,0,7800,0,64,1,0,0
1,0,0,0,3,3,4100,11118,64,1,0,0
2,0,0,0,0,0,900,12875,64,1,0,0
1,0,0,0,0,0,400,8497,64,1,0,0
0,0,0,0,1,1,1700,4875,64,1,0,0
1,0,0,0,1,1,3300,5354,64,1,0,0
0,0,0,0,1,0,300,5422,64,1,0,0
0,0,0,0,0,0,0,19745,64,2,0,0
0,0,0,0,1,1,3460,11457,64,2,0,0
1,0,0,0,0,0,0,393,64,1,0,0
2,0,0,0,0,0,0,2574,64,1,0,0
0,0,0,0,0,0,0,12351,64,2,0,0
0,0,0,0,0,0,6000,7201,64,2,0,0
2,0,0,0,0,0,9580,12477,64,2,0,0
2,0,0,0,0,0,0,9759,64,2,0,0
1,0,0,0,0,0,3500,14356,64,1,0,0
2,0,0,0,0,1,21690,11153,64,2,0,0
0,0,0,0,0,0,9600,3771,64,2,0,0
1,0,0,0,0,0,12280,17157,64,1,0,0
0,0,0,0,0,0,14160,15186,64,1,0,0
1,0,0,0,2,1,4550,27326,64,2,0,0
0,0,0,0,0,0,28000,2579,64,1,0,0
1,0,0,0,0,0,0,4152,64,1,0,0
2,0,0,0,1,1,33100,18979,64,2,0,0
1,0,0,0,0,0,18660,8881,64,2,0,0
0,0,0,0,0,0,0,3108,64,2,0,0
0,0,0,0,0,0,20480,6111,64,1,0,0
0,0,0,0,0,0,21380,6451,64,1,0,0
1,0,0,0,2,2,32900,4200,64,1,0,0
2,0,0,0,0,0,22200,6045,64,1,0,0
1,0,0,0,0,0,13700,2444,64,1,0,0
1,0,0,0,1,0,2600,8768,64,1,0,0
0,0,0,0,0,0,2450,21245,64,2,0,0
0,0,0,0,0,0,9700,13932,64,1,0,0
1,0,0,0,0,0,0,6160,64,1,0,0
1,0,0,0,0,0,0,6013,64,1,0,0
0,0,0,0,0,0,0,4063,64,2,0,0
0,0,0,0,0,0,1200,54465,64,1,0,0
1,0,0,0,2,0,3000,41888,64,1,0,0
1,0,0,0,2,0,2800,40840,64,1,0,0
2,0,0,0,0,0,32130,12849,64,2,0,0
0,0,0,0,0,0,300,5799,64,1,0,0
1,0,0,0,0,1,69360,4822,64,2,0,0
1,0,0,0,0,0,43200,4233,64,2,0,0
1,0,0,0,0,0,61900,4506,64,2,0,0
0,0,0,0,0,0,54800,5724,64,2,0,0
0,0,0,0,0,0,4100,7167,64,1,0,0
2,2,16,1,0,0,0,21724,64,1,0,0
1,2,17,9,1,1,2000,22462,64,1,0,0
1,0,0,0,0,0,20950,16995,64,1,0,0
1,0,0,0,0,0,3000,6308,64,2,0,0
1,0,0,0,0,0,2000,7610,64,2,0,0
2,0,0,0,0,0,2050,15747,64,1,0,0
2,0,0,0,0,0,2050,18620,64,1,0,0
2,0,0,0,0,0,13330,3712,64,1,0,0
2,0,0,0,0,0,15480,4344,64,1,0,0
1,0,0,0,0,0,17040,3904,64,1,0,0
0,0,0,0,0,0,15680,16760,64,2,0,0
0,0,0,0,0,0,12780,17719,64,2,0,0
0,0,0,0,0,0,11770,17563,64,2,0,0
0,6,56,13,0,0,1550,11379,64,2,0,0
0,2,15,8,0,0,16780,18124,64,2,0,0
1,0,0,0,0,0,0,26303,64,1,0,0
1,0,0,0,0,0,26600,600,64,1,0,0
0,0,0,0,0,0,0,10239,65,2,0,0
0,0,0,0,0,0,0,8934,65,2,0,0
0,0,0,0,3,3,46790,9536,65,1,0,0
2,0,0,0,0,0,0,9427,65,2,0,0
0,0,0,0,0,0,0,6101,65,2,0,0
0,0,0,0,0,0,2250,23905,65,2,0,0
2,0,0,0,0,0,0,114581,65,1,0,0
0,0,0,0,0,0,0,1783,65,1,0,0
3,0,0,0,1,0,14900,25034,65,1,0,0
1,0,0,0,0,0,25520,44118,65,1,0,0
0,0,0,0,0,0,0,19364,65,1,0,0
1,0,0,0,0,0,0,7675,65,1,0,0
0,0,0,0,0,0,0,949,65,1,0,0
0,0,0,0,0,0,0,793,65,1,0,0
0,0,0,0,0,0,500,7717,65,2,0,0
2,0,0,0,0,0,3000,1473,65,1,0,0
0,0,0,0,0,0,16500,2806,65,1,0,0
0,0,0,0,0,0,370,2300,65,1,0,0
1,0,0,0,0,0,370,2135,65,1,0,0
1,0,0,0,0,0,0,24308,65,2,0,0
1,0,0,0,0,0,0,35215,65,1,0,0
2,0,0,0,0,0,0,29240,65,1,0,0
3,0,0,0,0,0,3150,35590,65,2,0,0
0,0,0,0,0,0,10600,8854,65,1,0,0
2,0,0,0,0,0,14350,11194,65,1,0,0
2,1,11,11,0,0,0,10751,65,2,0,0
0,1,7,0,1,0,4330,5242,65,2,0,0
0,0,0,0,0,0,5080,4673,65,2,0,0
0,0,0,0,0,0,33400,20695,65,1,0,0
1,0,0,0,0,0,29550,9179,65,1,0,0
1,0,0,0,0,0,14300,40002,65,1,0,0
5,0,0,0,3,1,2930,18541,65,1,0,0
1,0,0,0,0,0,100,13595,65,2,0,0
1,0,0,0,0,0,28430,19400,65,2,0,0
1,0,0,0,0,0,101400,17816,65,1,0,0
0,0,0,0,0,0,103250,17267,65,1,0,0
2,0,0,0,1,1,18900,2684,65,1,0,0
0,1,8,0,0,0,8850,5677,65,1,0,0
0,0,0,0,3,3,28400,5795,65,1,0,0
0,0,0,0,0,0,19500,4726,65,2,0,0
1,0,0,0,0,0,0,9612,65,2,0,0
0,2,50,25,4,4,9100,8956,65,1,0,0
1,0,0,0,0,0,4600,8924,65,1,0,0
1,0,0,0,0,0,4500,131463,65,1,0,0
1,0,0,0,0,0,4500,114565,65,1,0,0
1,0,0,0,0,0,4800,7441,65,1,0,0
1,0,0,0,0,0,0,120726,65,1,0,0
0,0,0,0,0,0,0,123261,65,1,0,0
0,0,0,0,1,1,3680,11754,65,2,0,0
0,1,7,7,0,0,11300,3157,65,1,0,0
0,0,0,0,0,0,23280,17403,65,1,0,0
0,0,0,0,0,0,0,19239,65,2,0,0
0,0,0,0,0,0,1000,5502,65,2,0,0
0,0,0,0,1,0,29000,28991,65,1,0,0
0,0,0,0,0,0,0,23631,65,2,0,0
0,0,0,0,1,1,6000,23479,65,2,0,0
0,0,0,0,0,0,17420,18360,65,2,0,0
2,0,0,0,0,0,61890,21825,65,1,0,0
0,0,0,0,2,1,2400,12770,65,2,0,0
3,0,0,0,0,0,2300,19069,65,1,0,0
4,0,0,0,0,0,6400,16691,65,1,0,0
2,0,0,0,0,1,7550,13187,65,1,0,0
1,0,0,0,1,0,4500,29551,65,1,0,0
1,0,0,0,0,0,21840,37980,65,1,0,0
1,0,0,0,1,0,7600,26776,65,1,0,0
1,0,0,0,1,0,4700,30875,65,1,0,0
1,0,0,0,0,0,1700,69844,65,2,0,0
0,0,0,0,0,0,15100,73619,65,2,0,0
3,0,0,0,0,0,8130,12245,65,2,0,0
0,0,0,0,1,0,16200,15432,65,2,0,0
0,0,0,0,2,1,16700,20170,65,2,0,0
2,0,0,0,0,0,0,22018,65,1,0,0
3,0,0,0,1,0,3920,4289,65,2,0,0
0,0,0,0,0,0,180,5740,65,2,0,0
1,0,0,0,1,1,2700,9238,65,1,0,0
2,1,7,7,1,0,5600,42094,65,1,0,0
0,0,0,0,2,1,1100,7404,65,1,0,0
2,0,0,0,1,1,600,5065,65,2,0,0
1,0,0,0,0,0,12600,4970,65,2,0,0
1,0,0,0,0,0,3490,6957,65,1,0,0
1,0,0,0,0,0,0,23979,65,1,0,0
1,0,0,0,0,0,0,3389,65,1,0,0
0,0,0,0,0,0,9500,10367,65,2,0,0
4,1,7,0,0,0,2000,17498,65,2,0,0
4,1,7,0,0,0,2130,18425,65,2,0,0
0,0,0,0,0,0,2780,11327,65,2,0,0
0,0,0,0,0,0,0,19699,65,2,0,0
2,0,0,0,1,1,15000,16434,65,1,0,0
0,0,0,0,0,0,100,4689,65,1,0,0
2,0,0,0,0,0,8650,9110,65,1,0,0
1,0,0,0,0,0,22200,2804,65,1,0,0
1,0,0,0,0,0,0,5555,65,2,0,0
1,0,0,0,0,0,1930,12353,65,2,0,0
0,0,0,0,0,0,78750,15514,65,2,0,0
0,0,0,0,0,0,0,3260,65,1,0,0
0,0,0,0,0,0,0,3213,65,1,0,0
1,0,0,0,0,0,16500,11689,65,1,0,0
0,0,0,0,1,1,4700,57530,65,1,0,0
1,1,10,3,0,0,3970,6117,65,2,0,0
3,0,0,0,0,0,7800,16731,65,1,0,0
0,2,19,3,0,0,19550,4003,65,2,0,0
1,0,0,0,2,2,9244,20269,65,1,0,0
0,0,0,0,0,0,4100,17556,66,1,0,0
3,0,0,0,0,0,4200,20547,66,1,0,0
3,0,0,0,0,0,6450,22814,66,1,0,0
1,0,0,0,0,0,4550,27778,66,1,0,0
0,0,0,0,0,0,1500,444,66,1,0,0
0,0,0,0,0,0,200,7481,66,1,0,0
0,0,0,0,1,1,3300,15027,66,2,0,0
1,3,24,8,2,2,4050,14342,66,2,0,0
1,0,0,0,0,0,0,15114,66,2,0,0
0,2,14,0,1,0,2700,16715,66,2,0,0
0,2,17,2,1,0,5980,12094,66,2,0,0
1,0,0,0,0,0,30,8936,66,2,0,0
1,0,0,0,0,0,3170,11857,66,2,0,0
0,0,0,0,0,0,19400,7438,66,1,0,0
0,0,0,0,0,0,0,7980,66,1,0,0
0,0,0,0,0,0,0,8304,66,1,0,0
2,0,0,0,0,0,2859,9418,66,2,0,0
1,0,0,0,0,0,0,4917,66,2,0,0
2,0,0,0,0,0,13900,23737,66,2,0,0
0,0,0,0,0,0,4100,1146,66,1,0,0
0,0,0,0,0,0,6200,1543,66,1,0,0
1,0,0,0,0,0,4100,1129,66,1,0,0
0,0,0,0,0,0,9700,4819,66,1,0,0
0,0,0,0,0,0,0,13519,66,1,0,0
1,0,0,0,0,0,0,31625,66,1,0,0
1,0,0,0,0,0,0,9997,66,1,0,0
0,0,0,0,0,0,0,32508,66,1,0,0
2,0,0,0,0,0,0,1400,66,2,0,0
1,0,0,0,0,0,0,456,66,2,0,0
0,0,0,0,0,0,0,5553,66,1,0,0
0,0,0,0,0,0,0,4626,66,1,0,0
0,0,0,0,0,0,0,5092,66,1,0,0
1,0,0,0,0,0,5300,5119,66,1,0,0
0,0,0,0,4,3,14200,25425,66,2,0,0
0,0,0,0,0,0,0,59819,66,2,0,0
0,0,0,0,0,0,0,56224,66,2,0,0
0,0,0,0,0,0,3500,9749,66,1,0,0
0,10,197,47,0,0,5560,8237,66,1,0,0
0,10,197,47,0,0,2960,8335,66,1,0,0
0,14,226,47,1,1,8360,9873,66,1,0,0
1,0,0,0,0,0,0,14815,66,1,0,0
1,0,0,0,0,0,0,7395,66,1,0,0
1,0,0,0,0,0,0,9755,66,1,0,0
2,0,0,0,0,0,12090,5974,66,1,0,0
1,0,0,0,0,0,20300,26486,66,1,0,0
2,0,0,0,1,1,85200,13797,66,1,0,0
1,0,0,0,0,0,81300,15574,66,1,0,0
0,0,0,0,0,0,0,9880,66,2,0,0
0,0,0,0,0,0,0,11132,66,2,0,0
0,0,0,0,0,0,0,9442,66,2,0,0
1,0,0,0,1,0,2350,9774,66,2,0,0
0,0,0,0,0,0,0,17012,66,1,0,0
3,0,0,0,1,1,37980,11744,66,1,0,0
3,0,0,0,1,1,42280,11474,66,1,0,0
3,0,0,0,0,0,38790,9698,66,1,0,0
0,0,0,0,0,0,38570,12753,66,1,0,0
0,0,0,0,0,0,36660,12254,66,1,0,0
0,0,0,0,0,0,39050,12410,66,1,0,0
1,0,0,0,0,0,930,10450,66,1,0,0
0,0,0,0,0,0,7170,32082,66,2,0,0
1,0,0,0,0,0,13570,35959,66,2,0,0
2,2,37,22,0,0,0,2647,66,1,0,0
2,0,0,0,0,0,0,1567,66,1,0,0
0,0,0,0,0,0,0,3925,66,1,0,0
0,0,0,0,0,0,1100,9744,66,1,0,0
0,5,46,7,0,0,800,12761,66,1,0,0
0,6,53,7,0,0,1300,12464,66,1,0,0
1,0,0,0,1,0,50,4011,66,1,0,0
0,0,0,0,0,0,0,4009,66,1,0,0
2,0,0,0,0,0,69500,9079,66,1,0,0
0,0,0,0,1,0,11000,4789,66,1,0,0
0,0,0,0,0,0,0,3949,66,1,0,0
0,1,9,9,0,0,11200,11248,66,2,0,0
0,0,0,0,0,0,0,9322,66,1,0,0
0,0,0,0,3,1,1500,15421,66,1,0,0
1,0,0,0,0,0,500,24380,66,1,0,0
1,0,0,0,1,1,41800,31820,66,2,0,0
1,0,0,0,0,0,17590,11448,66,1,0,0
1,0,0,0,0,0,21040,9999,66,1,0,0
0,0,0,0,0,0,0,2326,66,1,0,0
0,0,0,0,0,0,500,14627,66,1,0,0
1,0,0,0,0,0,1500,4369,66,2,0,0
1,0,0,0,2,1,4600,3788,66,2,0,0
1,0,0,0,2,1,3600,4187,66,2,0,0
1,0,0,0,1,1,4600,3336,66,2,0,0
0,1,9,0,0,0,0,5822,66,1,0,0
0,0,0,0,0,0,5060,2640,66,1,0,0
1,2,28,14,0,0,370,5218,66,1,0,0
0,0,0,0,0,0,8550,7060,66,1,0,0
0,0,0,0,0,0,6250,7962,66,1,0,0
0,1,15,15,0,0,7750,8056,66,1,0,0
1,0,0,0,0,0,6880,5328,66,1,0,0
2,0,0,0,0,0,16500,9341,66,1,0,0
1,0,0,0,1,1,47520,40429,66,2,0,0
1,0,0,0,0,0,44400,5070,66,1,0,0
0,0,0,0,0,0,8750,52552,66,2,0,0
0,0,0,0,0,0,53950,10742,66,1,0,0
0,0,0,0,0,0,0,17991,66,1,0,0
0,0,0,0,0,0,40130,5381,66,1,0,0
0,0,0,0,0,0,40110,7025,66,1,0,0
0,0,0,0,1,1,61800,6716,66,1,0,0
1,0,0,0,0,0,48300,2304,66,1,0,0
1,0,0,0,1,1,9600,6819,66,1,0,0
1,0,0,0,0,0,3500,6923,66,1,0,0
1,0,0,0,0,0,0,41156,66,2,0,0
1,0,0,0,0,0,0,14502,66,2,0,0
0,0,0,0,0,0,75530,3102,66,1,0,0
0,0,0,0,0,0,600,3818,67,1,0,0
1,0,0,0,1,1,1000,28919,67,1,0,0
0,0,0,0,0,0,11900,2222,67,1,0,0
3,0,0,0,0,0,6000,4720,67,1,0,0
1,0,0,0,0,1,46100,4303,67,1,0,0
0,0,0,0,0,0,58000,8179,67,1,0,0
1,0,0,0,0,0,82550,8807,67,1,0,0
1,0,0,0,1,0,87450,5420,67,1,0,0
1,0,0,0,0,0,22360,23054,67,1,0,0
0,0,0,0,0,0,23520,8331,67,1,0,0
1,0,0,0,0,0,0,9084,67,1,0,0
1,0,0,0,0,0,11070,19449,67,1,0,0
3,0,0,0,0,0,4390,20341,67,1,0,0
1,0,0,0,0,0,7440,26230,67,1,0,0
1,0,0,0,0,0,8060,19087,67,1,0,0
0,0,0,0,0,0,0,12617,67,2,0,0
0,0,0,0,0,0,0,3822,67,1,0,0
0,0,0,0,0,0,5500,1992,67,1,0,0
0,0,0,0,0,0,2500,1039,67,1,0,0
1,0,0,0,0,0,0,333,67,1,0,0
0,0,0,0,0,0,0,1121,67,2,0,0
0,0,0,0,0,0,0,15643,67,2,0,0
0,0,0,0,2,2,14150,4210,67,1,0,0
1,0,0,0,1,0,7973,42110,67,1,0,0
0,0,0,0,1,0,7773,42368,67,1,0,0
0,0,0,0,1,1,8883,40295,67,1,0,0
0,0,0,0,0,1,4240,42381,67,1,0,0
0,0,0,0,0,0,5820,31893,67,1,0,0
0,0,0,0,0,0,12800,24369,67,2,0,0
0,1,7,7,0,0,14530,4449,67,1,0,0
1,0,0,0,0,0,1130,23089,67,1,0,0
0,0,0,0,0,0,2050,18102,67,1,0,0
1,0,0,0,0,0,0,26547,67,1,0,0
1,0,0,0,0,0,200,230,67,1,0,0
0,0,0,0,0,0,0,15888,67,2,0,0
0,1,9,9,0,0,4000,8736,67,2,0,0
0,2,19,12,0,0,340,11128,67,1,0,0
0,1,7,7,0,0,340,11306,67,1,0,0
0,0,0,0,0,0,90,14122,67,1,0,0
1,0,0,0,1,1,2500,13702,67,1,0,0
0,0,0,0,1,0,500,5753,67,1,0,0
0,0,0,0,0,0,700,23407,67,1,0,0
0,0,0,0,0,0,21200,3889,67,2,0,0
0,0,0,0,0,0,25620,5350,67,2,0,0
1,0,0,0,0,0,0,3325,67,2,0,0
1,0,0,0,0,0,8700,3715,67,2,0,0
0,0,0,0,0,0,5400,4378,67,2,0,0
0,0,0,0,0,0,1000,6027,67,2,0,0
0,1,7,7,0,0,800,9216,67,2,0,0
1,1,7,7,0,0,800,10931,67,2,0,0
1,0,0,0,0,0,63120,5233,67,1,0,0
0,0,0,0,0,0,0,34023,67,1,0,0
1,0,0,0,1,0,3300,9866,67,2,0,0
2,0,0,0,1,0,4550,23618,67,1,0,0
0,0,0,0,1,1,720,8159,67,2,0,0
0,0,0,0,1,1,720,6817,67,2,0,0
0,0,0,0,1,1,720,4860,67,2,0,0
0,2,19,3,0,0,0,7504,67,1,0,0
0,2,19,3,0,0,0,7232,67,1,0,0
1,0,0,0,0,0,8700,1744,67,1,0,0
0,0,0,0,0,0,15000,4554,67,1,0,0
0,0,0,0,0,0,16850,7292,67,1,0,0
0,0,0,0,0,0,4000,6642,67,2,0,0
0,0,0,0,0,0,0,5424,67,2,0,0
2,0,0,0,0,0,0,28942,67,1,0,0
0,0,0,0,0,0,51000,40979,67,1,0,0
1,0,0,0,0,1,4500,10014,67,2,0,0
2,0,0,0,0,0,1000,13437,67,2,0,0
0,0,0,0,1,1,200,11180,67,2,0,0
0,0,0,0,0,0,0,11890,67,2,0,0
1,0,0,0,0,0,7980,10711,67,1,0,0
0,0,0,0,0,0,19350,5582,67,1,0,0
1,0,0,0,0,0,0,4112,67,1,0,0
0,0,0,0,0,1,4890,7084,67,2,0,0
0,0,0,0,0,0,0,3792,67,1,0,0
0,0,0,0,0,0,0,3392,67,1,0,0
0,0,0,0,0,0,0,2968,67,1,0,0
1,0,0,0,0,0,7500,1951,67,2,0,0
1,0,0,0,0,0,0,9834,67,1,0,0
1,0,0,0,0,0,0,11005,67,1,0,0
1,0,0,0,0,0,0,17118,67,1,0,0
0,0,0,0,0,0,16000,5012,67,2,0,0
0,0,0,0,0,0,16900,4457,67,2,0,0
0,0,0,0,0,0,14900,4354,67,2,0,0
0,0,0,0,0,0,16320,9520,67,1,0,0
1,0,0,0,0,0,17120,11439,67,1,0,0
0,0,0,0,0,0,18820,9057,67,1,0,0
0,0,0,0,0,0,10380,18847,67,1,0,0
1,0,0,0,0,0,12600,16924,67,1,0,0
0,0,0,0,0,0,9580,17054,67,1,0,0
2,0,0,0,0,0,24100,28407,68,1,0,0
0,0,0,0,1,0,34250,11235,68,2,0,0
0,0,0,0,0,0,2450,33276,68,1,0,0
2,0,0,0,0,0,2130,14991,68,2,0,0
3,0,0,0,0,0,6000,14931,68,2,0,0
3,0,0,0,2,1,31680,35015,68,2,0,0
2,0,0,0,1,0,6700,16925,68,1,0,0
1,0,0,0,0,0,0,6829,68,2,0,0
0,0,0,0,0,0,3700,11945,68,1,0,0
1,0,0,0,0,0,17800,1617,68,1,0,0
3,0,0,0,0,1,20590,45169,68,2,0,0
0,0,0,0,0,0,3500,7807,68,1,0,0
0,1,19,19,1,1,32800,11023,68,1,0,0
0,0,0,0,0,0,25270,5836,68,2,0,0
1,0,0,0,1,1,9400,6624,68,2,0,0
0,0,0,0,0,0,20400,3671,68,2,0,0
0,0,0,0,0,0,0,220,68,2,0,0
0,0,0,0,0,0,106200,40268,68,1,0,0
3,0,0,0,0,0,0,10438,68,1,0,0
1,0,0,0,0,0,0,7919,68,1,0,0
1,0,0,0,1,1,47100,4913,68,1,0,0
0,0,0,0,0,0,43700,5908,68,1,0,0
0,0,0,0,0,0,34800,5200,68,1,0,0
0,0,0,0,0,0,34800,4975,68,1,0,0
1,0,0,0,1,1,42530,5449,68,1,0,0
0,0,0,0,0,0,0,15730,68,1,0,0
0,1,9,9,0,0,25930,16555,68,1,0,0
0,0,0,0,0,0,20960,16036,68,2,0,0
1,0,0,0,0,0,0,14704,68,1,0,0
0,0,0,0,0,0,6000,4983,68,1,0,0
1,0,0,0,2,1,8400,7275,68,1,0,0
1,0,0,0,2,1,9400,7223,68,1,0,0
1,0,0,0,0,0,0,7077,68,1,0,0
0,0,0,0,0,0,0,8715,68,1,0,0
2,0,0,0,1,1,600,10282,68,1,0,0
0,1,7,7,0,0,29000,2855,68,1,0,0
0,0,0,0,0,0,23310,2319,68,1,0,0
0,0,0,0,0,0,25800,1618,68,1,0,0
1,0,0,0,1,1,51880,17975,68,1,0,0
1,0,0,0,0,0,0,29985,68,1,0,0
0,0,0,0,0,0,9300,8285,68,1,0,0
0,0,0,0,0,0,56700,4982,68,1,0,0
0,0,0,0,0,0,5300,11043,68,1,0,0
1,0,0,0,0,0,4900,9453,68,2,0,0
0,0,0,0,0,0,2000,6147,68,1,0,0
0,0,0,0,0,0,2000,7374,68,1,0,0
1,0,0,0,0,0,0,5909,68,1,0,0
1,0,0,0,1,1,4400,10871,68,2,0,0
0,0,0,0,1,0,3600,21846,68,2,0,0
1,0,0,0,0,0,1650,18560,68,1,0,0
2,0,0,0,0,0,12750,28447,68,1,0,0
2,0,0,0,0,0,29050,7910,68,2,0,0
2,0,0,0,0,0,28900,7806,68,2,0,0
1,0,0,0,0,1,26300,18265,68,1,0,0
1,0,0,0,0,0,29900,11585,68,1,0,0
0,0,0,0,0,1,32300,9720,68,1,0,0
2,0,0,0,0,0,0,149762,68,1,0,0
0,0,0,0,0,0,2000,139110,68,1,0,0
2,0,0,0,0,0,1500,146797,68,1,0,0
0,0,0,0,0,0,15500,14046,68,1,0,0
0,2,14,0,1,1,25800,39775,68,2,0,0
0,1,9,2,0,0,35700,25340,68,2,0,0
